,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Featuretype,Selection_size,Selection_method
10590,DecisionTree,pKd pKi pIC50,ki,1.6493333333333335,4.422420350877193,1.7607965697866297,0.443399,[0.361 ~ 0.519],0.061243,GAP,size125,mutual info regression
10591,RandomForest,pKd pKi pIC50,ki,1.300682456140351,2.600590204035088,1.1827573846095336,0.688038,[0.633 ~ 0.736],0.447967,GAP,size125,mutual info regression
10592,XGBoost,pKd pKi pIC50,ki,1.3923189092268022,3.004037877406247,1.4448156356811523,0.605186,[0.539 ~ 0.664],0.362326,GAP,size125,mutual info regression
10593,linearRegression,pKd pKi pIC50,ki,4.7736797937016727e+23,6.494585350246757e+49,8.044748182183181e+24,0.079731,[-0.018 ~ 0.176],-1.378620279529161e+49,final,size130,f regression 
10594,Ridge,pKd pKi pIC50,ki,283536995.4758624,2.291206959713267e+19,4778250345.924675,-0.079731,[-0.176 ~ 0.018],-4.86359668695254e+18,final,size130,f regression 
10595,Lasso,pKd pKi pIC50,ki,1.738481835427996,57.318108340571975,7.502364016631744,0.122785,[0.025 ~ 0.218],-11.167044,final,size130,f regression 
10596,ElasticNet,pKd pKi pIC50,ki,214468314.98036572,1.3109047343481457e+19,3614284256.198085,-0.079731,[-0.176 ~ 0.018],-2.782687044423053e+18,final,size130,f regression 
10597,SVR,pKd pKi pIC50,ki,1.344032650762856,2.8406869119512934,1.0613468873320702,0.651682,[0.592 ~ 0.704],0.397001,final,size130,f regression 
10598,DecisionTree,pKd pKi pIC50,ki,1.6531929824561404,4.509505263157895,1.7326735394576551,0.434608,[0.352 ~ 0.511],0.042757,final,size130,f regression 
10599,RandomForest,pKd pKi pIC50,ki,1.308722105263158,2.6304061348070173,1.1352552520735335,0.686398,[0.631 ~ 0.735],0.441638,final,size130,f regression 
10600,XGBoost,pKd pKi pIC50,ki,1.2690809334202815,2.6035852503505352,1.4912855625152588,0.670005,[0.612 ~ 0.721],0.447331,final,size130,f regression 
10601,linearRegression,pKd pKi pIC50,ki,7.005412086442112e+21,1.3986602572747734e+46,1.1805730292636223e+23,0.079731,[-0.018 ~ 0.176],-2.968967672088896e+45,GAP,size130,f regression 
10602,Ridge,pKd pKi pIC50,ki,270422427.88468593,2.084156218994044e+19,4557239723.725107,-0.079731,[-0.176 ~ 0.018],-4.4240854100144215e+18,GAP,size130,f regression 
10603,Lasso,pKd pKi pIC50,ki,1.8231149282202608,80.91940358880416,8.945577089521736,0.109203,[0.012 ~ 0.205],-16.176944,GAP,size130,f regression 
10604,ElasticNet,pKd pKi pIC50,ki,140373279.86986953,5.61582729567749e+18,2365612529.0271354,-0.079731,[-0.176 ~ 0.018],-1.1920843254235218e+18,GAP,size130,f regression 
10605,SVR,pKd pKi pIC50,ki,1.3394481067279609,2.805812212126725,1.0943822411120745,0.653928,[0.594 ~ 0.706],0.404404,GAP,size130,f regression 
10606,DecisionTree,pKd pKi pIC50,ki,1.6837543859649122,4.729074035087719,1.8801042923731812,0.431442,[0.348 ~ 0.508],-0.003851,GAP,size130,f regression 
10607,RandomForest,pKd pKi pIC50,ki,1.2950319298245614,2.5852128763859645,1.1499967602280703,0.697005,[0.643 ~ 0.744],0.451231,GAP,size130,f regression 
10608,XGBoost,pKd pKi pIC50,ki,1.335478568662677,2.7512277307,1.412093997001648,0.645338,[0.585 ~ 0.699],0.415991,GAP,size130,f regression 
10609,linearRegression,pKd pKi pIC50,ki,7.560647048966825e+23,1.6291564382729468e+50,1.2741428883343663e+25,-0.079731,[-0.176 ~ 0.018],-3.4582471138719383e+49,final,size130,r regression 
10610,Ridge,pKd pKi pIC50,ki,265546415.4578533,2.009674579468115e+19,4475067697.249299,-0.079731,[-0.176 ~ 0.018],-4.26598155400901e+18,final,size130,r regression 
10611,Lasso,pKd pKi pIC50,ki,2.314063032624965,181.96668083241207,13.40763123541898,0.06996,[-0.028 ~ 0.166],-37.626478,final,size130,r regression 
10612,ElasticNet,pKd pKi pIC50,ki,208298703.01146117,1.2365679380300046e+19,3510312098.638922,-0.079731,[-0.176 ~ 0.018],-2.624890650361461e+18,final,size130,r regression 
10613,SVR,pKd pKi pIC50,ki,1.5121885230956538,3.529049084146013,1.0346356117926478,0.536721,[0.463 ~ 0.603],0.250881,final,size130,r regression 
10614,DecisionTree,pKd pKi pIC50,ki,1.896666666666667,5.690811578947368,1.939486142135872,0.33069,[0.241 ~ 0.415],-0.208001,final,size130,r regression 
10615,RandomForest,pKd pKi pIC50,ki,1.497864210526316,3.3671824575789477,1.0381943337118686,0.556766,[0.486 ~ 0.621],0.285241,final,size130,r regression 
10616,XGBoost,pKd pKi pIC50,ki,1.5523573097095156,3.818278101139497,1.344482660293579,0.488784,[0.411 ~ 0.56],0.189485,final,size130,r regression 
10617,linearRegression,pKd pKi pIC50,ki,2.4252533699715783e+23,1.6763283639391714e+49,4.0871096266562426e+24,-0.079731,[-0.176 ~ 0.018],-3.5583800243516316e+48,GAP,size130,r regression 
10618,Ridge,pKd pKi pIC50,ki,288882428.7590974,2.378412110555045e+19,4868333189.799468,-0.079731,[-0.176 ~ 0.018],-5.048709027381334e+18,GAP,size130,r regression 
10619,Lasso,pKd pKi pIC50,ki,1.838267887380873,59.43743774695151,7.624037627118239,0.116652,[0.019 ~ 0.212],-11.616919,GAP,size130,r regression 
10620,ElasticNet,pKd pKi pIC50,ki,257018191.7205616,1.8826629725798863e+19,4331347524.041814,-0.079731,[-0.176 ~ 0.018],-3.9963711515757824e+18,GAP,size130,r regression 
10621,SVR,pKd pKi pIC50,ki,1.416465614634683,3.0935007256904137,1.03514415636229,0.618285,[0.554 ~ 0.675],0.343336,GAP,size130,r regression 
10622,DecisionTree,pKd pKi pIC50,ki,1.7236491228070177,4.754481403508772,1.941662082272793,0.442788,[0.361 ~ 0.518],-0.009244,GAP,size130,r regression 
10623,RandomForest,pKd pKi pIC50,ki,1.3587270175438595,2.7587397823157893,1.1338394995548875,0.663826,[0.605 ~ 0.715],0.414396,GAP,size130,r regression 
10624,XGBoost,pKd pKi pIC50,ki,1.3628775271365516,2.934031202491695,1.3767237663269043,0.618059,[0.554 ~ 0.675],0.377187,GAP,size130,r regression 
10625,linearRegression,pKd pKi pIC50,ki,6.236557626291196e+20,1.1084975542424498e+44,1.0510033725634971e+22,0.079731,[-0.018 ~ 0.176],-2.353032758325448e+43,final,size130,mutual info regression
10626,Ridge,pKd pKi pIC50,ki,242173193.21892536,1.671463861152816e+19,4081175168.3974185,-0.079731,[-0.176 ~ 0.018],-3.5480540345779507e+18,final,size130,mutual info regression
10627,Lasso,pKd pKi pIC50,ki,1.3908011161771678,5.123708893325055,1.986730819312063,0.417622,[0.334 ~ 0.495],-0.087621,final,size130,mutual info regression
10628,ElasticNet,pKd pKi pIC50,ki,210323293.0875936,1.2607227796851382e+19,3544431112.10832,-0.079731,[-0.176 ~ 0.018],-2.676164677506732e+18,final,size130,mutual info regression
10629,SVR,pKd pKi pIC50,ki,1.3377514838197655,2.7588287774993616,1.0375590736663978,0.67973,[0.623 ~ 0.729],0.414377,final,size130,mutual info regression
10630,DecisionTree,pKd pKi pIC50,ki,1.6923859649122808,4.663825614035089,1.7124308260332466,0.412377,[0.328 ~ 0.49],0.009999,final,size130,mutual info regression
10631,RandomForest,pKd pKi pIC50,ki,1.2974515789473684,2.619951185649122,1.0979116116645669,0.694276,[0.64 ~ 0.742],0.443857,final,size130,mutual info regression
10632,XGBoost,pKd pKi pIC50,ki,1.3242001035924544,2.7212108682422613,1.536665916442871,0.653089,[0.593 ~ 0.706],0.422362,final,size130,mutual info regression
10633,linearRegression,pKd pKi pIC50,ki,645206.4112655882,118642140183866.6,10873171.450348984,0.079731,[-0.018 ~ 0.176],-25184434670336.44,GAP,size130,mutual info regression
10634,Ridge,pKd pKi pIC50,ki,1.4473230254112377,8.842357836082467,2.820333567155322,0.32055,[0.23 ~ 0.405],-0.876987,GAP,size130,mutual info regression
10635,Lasso,pKd pKi pIC50,ki,1.3459996008064192,3.3983994204634422,1.508498189566982,0.55482,[0.483 ~ 0.619],0.278614,GAP,size130,mutual info regression
10636,ElasticNet,pKd pKi pIC50,ki,1.4086239546965418,6.299056315911542,2.298518804301163,0.377248,[0.29 ~ 0.458],-0.337115,GAP,size130,mutual info regression
10637,SVR,pKd pKi pIC50,ki,1.3236282800874992,2.6876973027100304,1.1009509176556804,0.684883,[0.629 ~ 0.733],0.429476,GAP,size130,mutual info regression
10638,DecisionTree,pKd pKi pIC50,ki,1.68080701754386,4.624159649122808,1.7616879675247583,0.417181,[0.333 ~ 0.495],0.018419,GAP,size130,mutual info regression
10639,RandomForest,pKd pKi pIC50,ki,1.2769880701754388,2.5416314698245617,1.1900332245052172,0.698738,[0.645 ~ 0.746],0.460482,GAP,size130,mutual info regression
10640,XGBoost,pKd pKi pIC50,ki,1.36526277167337,2.8723437375217427,1.423649549484253,0.625754,[0.562 ~ 0.682],0.390281,GAP,size130,mutual info regression
10641,linearRegression,pKd pKi pIC50,ki,1.0219461123247867e+23,2.976465491012876e+48,1.7222142005127926e+24,0.079731,[-0.018 ~ 0.176],-6.3182104259714824e+47,final,size135,f regression 
10642,Ridge,pKd pKi pIC50,ki,282408827.06254274,2.27301021945594e+19,4759238116.333847,-0.079731,[-0.176 ~ 0.018],-4.824970056017399e+18,final,size135,f regression 
10643,Lasso,pKd pKi pIC50,ki,1.6499250019564748,36.73168030796795,5.967556798339771,0.147303,[0.05 ~ 0.241],-6.797117,final,size135,f regression 
10644,ElasticNet,pKd pKi pIC50,ki,234919970.4592681,1.5728406638451354e+19,3958941682.458778,-0.079731,[-0.176 ~ 0.018],-3.338704349404887e+18,final,size135,f regression 
10645,SVR,pKd pKi pIC50,ki,1.3405424487287247,2.8325248323090726,1.0540655548605782,0.654704,[0.595 ~ 0.707],0.398734,final,size135,f regression 
10646,DecisionTree,pKd pKi pIC50,ki,1.6139298245614035,4.214081754385965,1.6630418554530166,0.456626,[0.376 ~ 0.531],0.105467,final,size135,f regression 
10647,RandomForest,pKd pKi pIC50,ki,1.3153484210526316,2.656885788035088,1.0939297102896872,0.689838,[0.635 ~ 0.738],0.436017,final,size135,f regression 
10648,XGBoost,pKd pKi pIC50,ki,1.3219953840489973,2.71497880327709,1.5316516160964966,0.654943,[0.595 ~ 0.707],0.423685,final,size135,f regression 
10649,linearRegression,pKd pKi pIC50,ki,142186020320.98138,5.761806346612834e+24,2396161405715.348,0.079731,[-0.018 ~ 0.176],-1.2230716277919845e+24,GAP,size135,f regression 
10650,Ridge,pKd pKi pIC50,ki,272701214.13806945,2.119429606101633e+19,4595642513.064043,-0.079731,[-0.176 ~ 0.018],-4.49896102434807e+18,GAP,size135,f regression 
10651,Lasso,pKd pKi pIC50,ki,1.7608075059102093,63.03743074818149,7.878653085243447,0.119644,[0.022 ~ 0.215],-12.381098,GAP,size135,f regression 
10652,ElasticNet,pKd pKi pIC50,ki,130472258.80065562,4.851557803349086e+18,2198757556.57204,-0.079731,[-0.176 ~ 0.018],-1.0298511166306984e+18,GAP,size135,f regression 
10653,SVR,pKd pKi pIC50,ki,1.3306778946003963,2.773583861883376,1.0929937875543123,0.660982,[0.602 ~ 0.713],0.411245,GAP,size135,f regression 
10654,DecisionTree,pKd pKi pIC50,ki,1.717719298245614,4.874572982456141,1.9039081240070108,0.419115,[0.335 ~ 0.496],-0.034737,GAP,size135,f regression 
10655,RandomForest,pKd pKi pIC50,ki,1.2733701754385969,2.519176773438597,1.187840393833295,0.703204,[0.65 ~ 0.749],0.465249,GAP,size135,f regression 
10656,XGBoost,pKd pKi pIC50,ki,1.3137748217331735,2.667200064515736,1.441089749336243,0.658681,[0.6 ~ 0.711],0.433827,GAP,size135,f regression 
10657,linearRegression,pKd pKi pIC50,ki,8.057558341972854e+23,1.8503410233774456e+50,1.3578838679113968e+25,-0.079731,[-0.176 ~ 0.018],-3.927760621047142e+49,final,size135,r regression 
10658,Ridge,pKd pKi pIC50,ki,253343969.6224208,1.8292202272107256e+19,4269428428.287864,-0.079731,[-0.176 ~ 0.018],-3.882927030686927e+18,final,size135,r regression 
10659,Lasso,pKd pKi pIC50,ki,2.0992634503234653,91.8322957855872,9.469624435194056,0.086171,[-0.012 ~ 0.182],-18.493449,final,size135,r regression 
10660,ElasticNet,pKd pKi pIC50,ki,198342443.5923836,1.1211821365072964e+19,3342526236.1609106,-0.079731,[-0.176 ~ 0.018],-2.3799586071743027e+18,final,size135,r regression 
10661,SVR,pKd pKi pIC50,ki,1.5321522682551076,3.584233054500804,1.0192243963611043,0.523783,[0.449 ~ 0.591],0.239167,final,size135,r regression 
10662,DecisionTree,pKd pKi pIC50,ki,1.870561403508772,5.551297894736842,1.9435906350049428,0.34862,[0.26 ~ 0.432],-0.178387,final,size135,r regression 
10663,RandomForest,pKd pKi pIC50,ki,1.488432280701754,3.2950295721403497,1.0619121812711447,0.568678,[0.499 ~ 0.631],0.300557,final,size135,r regression 
10664,XGBoost,pKd pKi pIC50,ki,1.557523362544545,3.7489527631576487,1.3797227144241333,0.515295,[0.44 ~ 0.584],0.204201,final,size135,r regression 
10665,linearRegression,pKd pKi pIC50,ki,2.309058096624861e+22,1.5195485486728156e+47,3.891293871425322e+23,-0.079731,[-0.176 ~ 0.018],-3.225579974632028e+46,GAP,size135,r regression 
10666,Ridge,pKd pKi pIC50,ki,286487544.5635527,2.339140693716176e+19,4827973883.833303,-0.079731,[-0.176 ~ 0.018],-4.965346705169568e+18,GAP,size135,r regression 
10667,Lasso,pKd pKi pIC50,ki,1.841082591782544,60.34473504537604,7.679875299548105,0.11491,[0.017 ~ 0.21],-11.809513,GAP,size135,r regression 
10668,ElasticNet,pKd pKi pIC50,ki,244093085.6627448,1.6980708565742907e+19,4113529765.348994,-0.079731,[-0.176 ~ 0.018],-3.604533303826434e+18,GAP,size135,r regression 
10669,SVR,pKd pKi pIC50,ki,1.4161517972346611,3.0873661907257537,1.0424458126876537,0.617728,[0.553 ~ 0.675],0.344638,GAP,size135,r regression 
10670,DecisionTree,pKd pKi pIC50,ki,1.7106666666666666,4.549692631578948,1.831429863529925,0.442532,[0.36 ~ 0.518],0.034226,GAP,size135,r regression 
10671,RandomForest,pKd pKi pIC50,ki,1.3725350877192983,2.798844814491228,1.132091161855406,0.65731,[0.598 ~ 0.709],0.405883,GAP,size135,r regression 
10672,XGBoost,pKd pKi pIC50,ki,1.452372932835629,3.1750512429957696,1.3296828269958496,0.577561,[0.509 ~ 0.639],0.326025,GAP,size135,r regression 
10673,linearRegression,pKd pKi pIC50,ki,43863808908.26,5.483496135681893e+23,739206046942.6985,0.079731,[-0.018 ~ 0.176],-1.1639940916449148e+23,final,size135,mutual info regression
10674,Ridge,pKd pKi pIC50,ki,454395430.79060966,5.884543378345384e+19,7657607888.516321,-0.079731,[-0.176 ~ 0.018],-1.2491252943265665e+19,final,size135,mutual info regression
10675,Lasso,pKd pKi pIC50,ki,1.347081812645492,3.299657917021836,1.428907053441736,0.566282,[0.496 ~ 0.629],0.299574,final,size135,mutual info regression
10676,ElasticNet,pKd pKi pIC50,ki,398305466.4668618,4.521446440198455e+19,6712363008.354035,-0.079731,[-0.176 ~ 0.018],-9.597776330748643e+18,final,size135,mutual info regression
10677,SVR,pKd pKi pIC50,ki,1.338682689608011,2.73738079990226,1.046672346879883,0.686853,[0.632 ~ 0.735],0.41893,final,size135,mutual info regression
10678,DecisionTree,pKd pKi pIC50,ki,1.714421052631579,4.638726666666667,1.7908603859960404,0.423841,[0.34 ~ 0.501],0.015327,final,size135,mutual info regression
10679,RandomForest,pKd pKi pIC50,ki,1.313094736842105,2.65654002336842,1.1326503650350788,0.6841,[0.628 ~ 0.733],0.43609,final,size135,mutual info regression
10680,XGBoost,pKd pKi pIC50,ki,1.2990210079728512,2.7106410711543,1.437501311302185,0.652425,[0.593 ~ 0.705],0.424606,final,size135,mutual info regression
10681,linearRegression,pKd pKi pIC50,ki,1.574431369429078,20.47724570368677,4.423985398366016,0.206415,[0.111 ~ 0.298],-3.346751,GAP,size135,mutual info regression
10682,Ridge,pKd pKi pIC50,ki,1.6580965850214338,32.37538530387153,5.607935796197847,0.165245,[0.069 ~ 0.259],-5.872396,GAP,size135,mutual info regression
10683,Lasso,pKd pKi pIC50,ki,1.5080653454473023,13.498191246689982,3.5213956996063938,0.244705,[0.151 ~ 0.334],-1.865291,GAP,size135,mutual info regression
10684,ElasticNet,pKd pKi pIC50,ki,1.59958712387507,24.900946085751976,4.883040534173228,0.181208,[0.085 ~ 0.274],-4.28578,GAP,size135,mutual info regression
10685,SVR,pKd pKi pIC50,ki,1.322124711530463,2.7036022433537004,1.0865024466800282,0.681763,[0.626 ~ 0.731],0.4261,GAP,size135,mutual info regression
10686,DecisionTree,pKd pKi pIC50,ki,1.7130877192982454,4.836362456140352,1.9058564499020167,0.424198,[0.341 ~ 0.501],-0.026626,GAP,size135,mutual info regression
10687,RandomForest,pKd pKi pIC50,ki,1.2828936842105263,2.512186131052632,1.14281130409131,0.710728,[0.659 ~ 0.756],0.466733,GAP,size135,mutual info regression
10688,XGBoost,pKd pKi pIC50,ki,1.344492510076155,2.842086388039339,1.4748408794403076,0.633146,[0.571 ~ 0.688],0.396704,GAP,size135,mutual info regression
10689,linearRegression,pKd pKi pIC50,ki,4.030444618181783e+22,4.629677888765691e+47,6.792226001058459e+23,-0.079731,[-0.176 ~ 0.018],-9.827521667565167e+46,final,size140,f regression 
10690,Ridge,pKd pKi pIC50,ki,284670552.4655437,2.309563688411248e+19,4797353391.159863,-0.079731,[-0.176 ~ 0.018],-4.902562928958874e+18,final,size140,f regression 
10691,Lasso,pKd pKi pIC50,ki,1.6852557936946515,45.58101518573735,6.677179325586308,0.137127,[0.04 ~ 0.232],-8.675585,final,size140,f regression 
10692,ElasticNet,pKd pKi pIC50,ki,233788729.5606849,1.557729324585296e+19,3939877672.588905,-0.079731,[-0.176 ~ 0.018],-3.3066271687521336e+18,final,size140,f regression 
10693,SVR,pKd pKi pIC50,ki,1.3361542311794112,2.8328870121383165,1.0590588496097153,0.654336,[0.595 ~ 0.707],0.398657,final,size140,f regression 
10694,DecisionTree,pKd pKi pIC50,ki,1.525543859649123,3.87241052631579,1.67736214958358,0.504495,[0.428 ~ 0.574],0.177995,final,size140,f regression 
10695,RandomForest,pKd pKi pIC50,ki,1.3003122807017542,2.622627947087719,1.1184377476742249,0.690238,[0.635 ~ 0.738],0.443289,final,size140,f regression 
10696,XGBoost,pKd pKi pIC50,ki,1.2969319226783618,2.631311452762706,1.496736764907837,0.665067,[0.607 ~ 0.716],0.441446,final,size140,f regression 
10697,linearRegression,pKd pKi pIC50,ki,9.39637897454982e+22,2.516320228250815e+48,1.5835059313016417e+24,-0.079731,[-0.176 ~ 0.018],-5.3414496990546375e+47,GAP,size140,f regression 
10698,Ridge,pKd pKi pIC50,ki,270982430.4893348,2.092797083330519e+19,4566677058.293202,-0.079731,[-0.176 ~ 0.018],-4.44242756761879e+18,GAP,size140,f regression 
10699,Lasso,pKd pKi pIC50,ki,1.6654322750386803,40.00927468856636,6.241806118598476,0.143668,[0.047 ~ 0.238],-7.492859,GAP,size140,f regression 
10700,ElasticNet,pKd pKi pIC50,ki,70124621.0523089,1.4014767358273702e+18,1181761089.6918552,-0.079731,[-0.176 ~ 0.018],-2.9749462746325075e+17,GAP,size140,f regression 
10701,SVR,pKd pKi pIC50,ki,1.328908340033491,2.781016072896959,1.088219921620725,0.660235,[0.601 ~ 0.712],0.409667,GAP,size140,f regression 
10702,DecisionTree,pKd pKi pIC50,ki,1.7107719298245616,4.680582807017545,1.9560427277976689,0.45439,[0.373 ~ 0.529],0.006442,GAP,size140,f regression 
10703,RandomForest,pKd pKi pIC50,ki,1.2836150877192982,2.5305750359649126,1.1728360397189062,0.701994,[0.649 ~ 0.748],0.462829,GAP,size140,f regression 
10704,XGBoost,pKd pKi pIC50,ki,1.2661027427472566,2.5316535780792777,1.4904197454452517,0.680803,[0.625 ~ 0.73],0.4626,GAP,size140,f regression 
10705,linearRegression,pKd pKi pIC50,ki,6.139382400660336e+22,1.0742224634538292e+48,1.0346271124553402e+24,0.079731,[-0.018 ~ 0.176],-2.2802762501026398e+47,final,size140,r regression 
10706,Ridge,pKd pKi pIC50,ki,247674598.9006738,1.7482671168175528e+19,4173886493.471068,-0.079731,[-0.176 ~ 0.018],-3.711086037520596e+18,final,size140,r regression 
10707,Lasso,pKd pKi pIC50,ki,2.136642923097315,105.40782270841216,10.165304059499997,0.082982,[-0.015 ~ 0.179],-21.375156,final,size140,r regression 
10708,ElasticNet,pKd pKi pIC50,ki,215236200.44312137,1.3203087001967993e+19,3627224886.7728353,-0.079731,[-0.176 ~ 0.018],-2.802649054817544e+18,final,size140,r regression 
10709,SVR,pKd pKi pIC50,ki,1.5113331017865654,3.510318414110749,1.0453742616627348,0.53156,[0.458 ~ 0.598],0.254857,final,size140,r regression 
10710,DecisionTree,pKd pKi pIC50,ki,1.8473684210526315,5.473100350877194,1.961544766592144,0.368306,[0.281 ~ 0.45],-0.161787,final,size140,r regression 
10711,RandomForest,pKd pKi pIC50,ki,1.4543431578947368,3.2503201247017546,1.0653732933858893,0.574796,[0.506 ~ 0.637],0.310047,final,size140,r regression 
10712,XGBoost,pKd pKi pIC50,ki,1.520825193405151,3.6381259897126106,1.4367644786834717,0.517528,[0.442 ~ 0.586],0.227727,final,size140,r regression 
10713,linearRegression,pKd pKi pIC50,ki,3.906997541930618e+23,4.3504194909057884e+49,6.584189290347854e+24,0.079731,[-0.018 ~ 0.176],-9.23473356831591e+48,GAP,size140,r regression 
